código;descrição;estação;Rack;linha;coluna
49250;COFFEE D/C DUO/WOM/ORIENT/AMAD V2 100ml;RUA 01;Rack 3;1;A
59130;ESTJ OUI EDP LA COLLECTION MASC 3x5ml;SALA G;Rack 4;2;I
58629;MAKE B CORRET LIQ FAC EFFECT 50 V2 5,7ml;rua 6;Rack 1;5;H
58628;MAKE B CORRET LIQ FAC EFFECT 40 V2 5,7ml;rua 6;Rack 1;5;I
58626;MAKE B CORRET LIQ FAC EFFECT 25 V2 5,7ml;RUA 03;Rack 4;4;Q
59516;REF NSPA LOC DES HID CPO AMEI/NEG 350ml;RUA 01;Rack 10;3;E
59517;REF NSPA LOC DES HID CPO AMEIXA 350ml;RUA 02;Rack 3;3;D
59518;REF NSPA LOC FIRM DES HID CPO QUIN 350ml;rua 6;Rack 1;5;K
55596;QDB MASC CILIOS 4/1 BENEFICIO/SONHOS 10g;RUA 03;Rack 3;6;R
55588;QDB MASC CILIOS BIG BANG V3 10g;RUA 03;Rack 3;3;Y
59174;QDB GEL LIMP FAC CBT/OL SKINQ V2 150ml;rua 6;Rack 2;6;D
55881;GLAM BAT CREM METALS NUD NOBRE 3,6g;RUA 03;Rack 6;4;E
59606;DEM QDB DES COL BDY SPLSH EXPR/HOGW 4ml;RUA 03;Rack 7;8;B
55495;MAKE B BLUSH MARBLE SHINE GOLD 8g;RUA 03;Rack 4;9;J
56836;CBEM NECESSAIRE PU;RUA 05;Rack 4;3;G
56836;CBEM NECESSAIRE PU;SALA G;Rack 3;8;B
56837;MAKE B NECESSAIRE NYLON;SALA G;Rack 3;3;C
54457;ZAAD EDP VENTURE 95ml;RUA 04;Rack 7;1;D
54658;BOTICA 214 EDP AFRIC/SUNR FOUG/AMAD 90ml;RUA 04;Rack 8;1;I
56841;NSPA BANHEIRINHA TRANSP PS V2;RUA 04;Rack 1;4;G
56708;GLAM CC CREAM SECOND SKIN COR 65 30ml;rua 6;Rack 1;5;L
55795;GLAM CC CREAM SECOND SKIN COR 10 30ml;rua 6;Rack 1;5;M
55798;GLAM CC CREAM SECOND SKIN COR 50 30ml;rua 6;Rack 2;7;C
55797;GLAM CC CREAM SECOND SKIN COR 35 30ml;rua 6;Rack 1;5;N
56709;GLAM CC CREAM SECOND SKIN COR 85 30ml;rua 6;Rack 1;5;O
55796;GLAM CC CREAM SECOND SKIN COR 0 30ml;RUA 03;Rack 3;4;L
59176;BOTIK GEL CONC LIMP FAC AC/GLIC V2 150g;RUA 05;Rack 5;1;J
58234;MAKE B BAT CREM CER/RGE RED CHERRY 3,6g;rua 6;Rack 1;5;P
56925;QDB CORRET FAC TINT ALT/COB 145 9ml;RUA 03;Rack 4;8;D
56924;QDB CORRET FAC TINT ALT/COB 115 9ml;RUA 03;Rack 4;11;K
56926;QDB CORRET FAC TINT ALT/COB 195 9ml;RUA 03;Rack 4;4;E
57606;QDB CORRET FAC TINT ALT/COB VERDE 9ml;rua 6;Rack 1;5;Q
56927;QDB CORRET FAC TINT ALT/COB 225 9ml;RUA 03;Rack 4;1;Q
56929;QDB CORRET FAC TINT ALT/COB 295 9ml;RUA 03;Rack 3;5;P
57832;NSPA LOC DES AVELUD CPO CER/ROUGE 180ml;RUA 04;Rack 8;2;D
56931;QDB CORRET FAC TINT ALT/COB 335 9ml;RUA 03;Rack 4;12;V
57607;QDB CORRET FAC TINT ALT/COB SALMAO 9ml;RUA 03;Rack 4;4;B
57608;QDB CORRET FAC TINT ALT/COB LARANJA 9ml;RUA 03;Rack 4;12;N
57829;NSPA LOC DES AVELUD CPO CER/ROUGE 400ml;RUA 01;Rack 6;3;C
56928;QDB CORRET FAC TINT ALT/COB 255 9ml;RUA 03;Rack 3;4;U
57830;REF NSPA LOC DES AVEL CP CER/ROUGE 350ml;RUA 01;Rack 7;2;E
56930;QDB CORRET FAC TINT ALT/COB 315 9ml;RUA 03;Rack 4;11;G
56923;QDB CORRET FAC TINT ALT/COB 105 9ml;rua 6;Rack 1;5;R
59021;MALBEC SAB LIQ CPO CUIDADOS 250g;RUA 01;Rack 6;4;B
55444;SIAGE TON CAP RESISTENCIA ANTIQ 100ml;RUA 04;Rack 13;2;E
56690;MALBEC GEL LIMP FAC ANTIOL 150g;rua 6;Rack 1;5;S
59493;MALBEC SHAMP GRISALHOS CUIDADOS V4 250ml;RUA 05;Rack 3;1;G
58668;ESTJ SIAGE GLOW EXPERT NAT/24;SALA G;Rack 4;2;J
59037;MALBEC COND TRAT ANTIQ CUIDADOS V3 250ml;RUA 04;Rack 6;1;I
59024;MALBEC BALM POS BARB SENSIT CUID V3 100g;RUA 05;Rack 2;1;B
59024;MALBEC BALM POS BARB SENSIT CUID V3 100g;RUA 05;Rack 2;4;H
59018;MALBEC CREM FAC 6/1 CUIDADOS 50ml;RUA 04;Rack 8;1;A
56687;MALBEC SERUM FAC ANTIOL 30ml;RUA 05;Rack 2;3;B
58526;QUASAR DES COL DEEP BLUE 100ml;RUA 04;Rack 12;2;G
56688;MALBEC CR MULTIPR FAC FPS30 ANTIOL 40ml;RUA 03;Rack 3;2;Q
58535;DEM QUASAR DES COL DEEP BLUE 4ML;RUA 03;Rack 7;3;F
59125;PMPCK MALBEC CUIDADOS ANTICASPA V3;rua 6;Rack 1;13;AL
58770;ESTJ CASA 214 VANILLA SUBLIME NAT/24;SALA G;Rack 4;2;K
56884;QDB BAS LIQ TINT ALT/COBERT 180Q 30ml;RUA 03;Rack 4;9;A
56886;QDB BAS LIQ TINT ALT/COBERT 190N 30ml;RUA 03;Rack 3;7;W
56885;QDB BAS LIQ TINT ALT/COBERT 185F 30ml;RUA 03;Rack 4;3;F
56888;QDB BAS LIQ TINT ALT/COBERT 210N 30ml;RUA 03;Rack 4;1;L
56878;QDB BAS LIQ TINT ALT/COBERT 100F 30ml;rua 6;Rack 1;5;T
56883;QDB BAS LIQ TINT ALT/COBERT 150F 30ml;RUA 03;Rack 4;2;F
56883;QDB BAS LIQ TINT ALT/COBERT 150F 30ml;RUA 03;Rack 4;4;T
56890;QDB BAS LIQ TINT ALT/COBERT 220O 30ml;RUA 03;Rack 10;6;B
56895;QDB BAS LIQ TINT ALT/COBERT 250Q 30ml;RUA 03;Rack 4;11;R
56880;QDB BAS LIQ TINT ALT/COBERT 120N 30ml;rua 6;Rack 1;5;U
56893;QDB BAS LIQ TINT ALT/COBERT 240F 30ml;RUA 03;Rack 10;6;D
56881;QDB BAS LIQ TINT ALT/COBERT 130Q 30ml;RUA 03;Rack 3;7;T
56887;QDB BAS LIQ TINT ALT/COBERT 200F 30ml;RUA 03;Rack 10;6;C
56892;QDB BAS LIQ TINT ALT/COBERT 230Q 30ml;RUA 03;Rack 4;11;P
56894;QDB BAS LIQ TINT ALT/COBERT 245F 30ml;RUA 03;Rack 3;7;G
56891;QDB BAS LIQ TINT ALT/COBERT 225Q 30ml;RUA 03;Rack 3;7;K
56882;QDB BAS LIQ TINT ALT/COBERT 140N 30ml;rua 6;Rack 1;5;V
56896;QDB BAS LIQ TINT ALT/COBERT 260O 30ml;RUA 03;Rack 3;7;F
56898;QDB BAS LIQ TINT ALT/COBERT 280Q 30ml;RUA 03;Rack 3;7;S
56901;QDB BAS LIQ TINT ALT/COBERT 300N 30ml;RUA 03;Rack 4;5;L
56879;QDB BAS LIQ TINT ALT/COBERT 110Q 30ml;SALA G;Rack 1;7;A
56879;QDB BAS LIQ TINT ALT/COBERT 110Q 30ml;RUA 03;Rack 3;7;O
56899;QDB BAS LIQ TINT ALT/COBERT 290F 30ml;RUA 03;Rack 3;7;M
56900;QDB BAS LIQ TINT ALT/COBERT 292O 30ml;RUA 03;Rack 3;7;R
56897;QDB BAS LIQ TINT ALT/COBERT 270Q 30ml;RUA 03;Rack 4;8;T
56903;QDB BAS LIQ TINT ALT/COBERT 320N 30ml;RUA 03;Rack 3;8;F
56902;QDB BAS LIQ TINT ALT/COBERT 310Q 30ml;RUA 03;Rack 3;7;P
56904;QDB BAS LIQ TINT ALT/COBERT 330N 30ml;rua 6;Rack 1;5;W
57550;EUD DES COL VELVET INSPIRE 100ml;RUA 04;Rack 9;3;G
59582;MATCH COND NUTRICAO REGEN V2 280ml;RUA 05;Rack 1;1;G
84741;REF MATCH SHAMP NUTR PROFUNDA V2 250ml;RUA 03;Rack 1;1;A
59580;MATCH OL BIFASICO NUTR REGEN V2 90ml;rua 6;Rack 1;13;AM
59577;MATCH MASC CAP NUTR PROFUNDA V2 250g;RUA 04;Rack 13;1;J
59577;MATCH MASC CAP NUTR PROFUNDA V2 250g;rua 6;Rack 2;7;F
59555;HER CODE EDP TOUCH 50ML;RUA 01;Rack 4;4;E
58275;QDB EDP SEMPRE DESOBEDIENTE 100ml;RUA 04;Rack 13;4;J
55405;BOTIK BRUM REFR FAC/COLO RESV/SIL 110ml;RUA 05;Rack 5;3;P
59557;HER CODE EDP TOUCH PRM 10ml;sala A;Rack 1;2;K
58351;BOTIK CREM LIMP FAC RESV/SILICIO 150ml;RUA 05;Rack 5;1;L
55403;BOTIK SRUM FAC ALT/POT RESV/SILICIO 30ml;RUA 05;Rack 5;2;L
55407;BOTIK CR NUTR FIRM ROS/PESC RESV/SIL 40g;RUA 05;Rack 5;3;Q
58363;CBEM D/COL BDY SPLSH NUV/ALEG 200ml;RUA 04;Rack 11;2;H
53452;EUDORA H DES COL FLOW 100ml;RUA 04;Rack 8;2;F
55363;LILY EDP GARDENIA 75ml;RUA 01;Rack 10;1;A
58132;CBEM D/COL BDY SPLSH DEL/CHOCOLAT 200ml;RUA 04;Rack 1;4;F
57640;ARBO NECESSAIRE PES;SALA G;Rack 3;2;J
59574;MATCH OLEO CAP NUTR/PROF V2 50ml;rua 6;Rack 1;5;Y
85125;MATCH COND NUTR/PROF V2 280ml;RUA 04;Rack 13;2;H
85125;MATCH COND NUTR/PROF V2 280ml;rua 6;Rack 1;5;Z
85548;REF MATCH COND NUTR/PROF V2 250ml;RUA 04;Rack 8;4;C
85547;CBEM SAB BARRA SORTIDO V2 4x80g;RUA 04;Rack 2;2;D
85120;CBEM SAB BARRA DELEITE V4 2x80g;RUA 05;Rack 4;4;B
85564;CBEM SAB BARRA DELEITE V2 4x80g;RUA 04;Rack 9;4;C
58335;SOUL BAT LIQ TRB SEMI MATE MARR/TURB 5ml;RUA 03;Rack 5;3;C
58334;SOUL BAT LIQ TRB SEMI MATE PINK/TURB 5ml;RUA 03;Rack 6;8;B
58333;SOUL BAT LIQ TRB SEMI MATE VERM/TURB 5ml;RUA 03;Rack 5;1;E
59583;MATCH SHAMP NUTR/REGEN V2 300ml;RUA 04;Rack 5;3;H
86865;BOTI SUN PROT SOL CPO GEL CR FPS70 120g;RUA 04;Rack 8;1;G
86866;BOTI SUN PROT SOL CPO GEL CR FPS50 120g;RUA 04;Rack 1;4;I
86866;BOTI SUN PROT SOL CPO GEL CR FPS50 120g;RUA 05;Rack 3;1;B
52943;MAGNIFIC DES COL ROUGE CAMELIA 75ml;RUA 04;Rack 11;4;D
52946;DEM MAGNIFIC DES COL ROUGE CAMELIA 4ml;rua 6;Rack 1;5;AA
76756;MALBEC SAB BARRA 2x80g;RUA 04;Rack 9;3;D
76756;MALBEC SAB BARRA 2x80g;RUA 05;Rack 3;4;A
57074;NEO DERMO HID FAC UNIFORM ACTIV/PRO 50g;RUA 05;Rack 5;3;K
57073;NEO DERMO SRUM F CONC UNIF ACT/PRO 30ml;RUA 05;Rack 5;2;E
57072;NEO DERMO CR OLH ACT/PRO RED/OLHEIRA 12g;RUA 05;Rack 2;3;D
59172;QDB ESPUM LIMP FAC V2 150ml;RUA 05;Rack 5;2;J
58135;NSPA DES COL BDY SPLSH CER/ROUGE 200ml;RUA 02;Rack 1;1;D
58136;DEM NSPA DES COL BDY SPLSH CER/ROUGE 4ml;RUA 03;Rack 7;8;A
56623;SOUL MASC CILIO TURBO V2 10g;RUA 03;Rack 6;12;B
57641;BOTI NECESSAIRE VIAGEM NYLON;rua 6;Rack 1;5;AB
85666;MAKE B PALETTE BLUSH PINK HIT V2 8g;rua 6;Rack 2;7;B
57749;BOT SUN PR FAC C/C FPS70 A/F COR 02 40ml;RUA 04;Rack 5;3;E
57758;BOT SUN PR FAC C/C FPS70 A/F COR 03 40ml;RUA 02;Rack 3;2;E
57759;BOT SUN PR FAC C/C FPS70 A/F COR 04 40ml;RUA 04;Rack 3;1;F
57761;BOT SUN PR FAC C/C FPS70 A/F COR 05 40ml;RUA 04;Rack 11;1;D
57764;BOT SUN PR FAC C/C FPS70 A/F COR 06 40ml;RUA 04;Rack 13;2;F
57763;BOT SUN PR FAC C/C FPS70 A/F COR 07 40ml;RUA 04;Rack 7;2;I
86010;ENVELOPE P NAT/24;SALA G;Rack 3;1;I
56586;MAKE B KIT PINCEIS SILVER ESSENTIALS;rua 6;Rack 1;5;AC
59019;MALBEC LOC DES HID CPO CUIDADOS V3 200ml;RUA 04;Rack 11;4;B
57801;SOPHIE NEXT AROMAT DIVERT2 MEM 100ml;RUA 05;Rack 1;2;H
84753;QDB BLUSH LIQ BL/GLW VERM/LICHIALI 15ml;RUA 03;Rack 4;9;W
84754;QDB BLUSH LIQ BL/GLW CORAL/PESSEG 15ml;RUA 03;Rack 4;10;L
84752;QDB BLUSH LIQ BL/GLW ROSA ROSALIX 15ml;RUA 03;Rack 3;1;N
59499;QDB HID LAB LEITE/MEL INCOLOR 6,2g;RUA 03;Rack 3;3;Z
59388;QDB BLUSH LIQ BL/GLW COBRE COBRETIN 15ml;RUA 03;Rack 4;6;U
59386;QDB BLUSH LIQ BL/GLW PRATA PEROLALI 15ml;RUA 03;Rack 4;8;W
58288;QDB ILUM FAC COMP DOURADIX 5g;RUA 03;Rack 4;1;X
58287;QDB BLUSH COMP AMORATIN 2g;RUA 03;Rack 4;11;M
58286;QDB BLUSH COMP COBRELITO 2g;RUA 03;Rack 3;8;H
56733;QDB BLUSH COMP VERMETIN 2g;RUA 03;Rack 3;5;M
56732;QDB BLUSH COMP ROSADINLEX 2g;RUA 03;Rack 4;3;M
58194;QDB BAT EF MAT BERE 520 4,0g;RUA 03;Rack 3;3;J
58191;QDB BAT EF MAT BERE 430 4,0g;RUA 03;Rack 4;8;I
58189;QDB BAT EF MAT BERE 330 4,0g;rua 6;Rack 2;8;E
58188;QDB BAT CREM BERE 540 3,8g;RUA 03;Rack 5;6;F
58182;QDB BAT CREM BERE 270 3,8g;RUA 03;Rack 6;9;G
58179;QDB BAT CREM BERE 310 3,8g;RUA 03;Rack 6;8;F
56870;QDB BAT CREM BERE 260 3,8g;RUA 03;Rack 6;7;F
56868;QDB BAT CREM BERE 280 3,8g;RUA 03;Rack 6;9;F
59030;MALBEC OLEO P/BARBA CUIDADOS V4 25ml;RUA 05;Rack 2;1;G
59030;MALBEC OLEO P/BARBA CUIDADOS V4 25ml;rua 6;Rack 1;12;N
59031;MALBEC SHAMP CAB OL CUIDADOS V2 250ml;RUA 05;Rack 3;4;H
54614;NIINA SCRT LIP OIL SHIN FLOW R/NEGRA 7ml;RUA 03;Rack 6;6;F
58139;BOTI NECESS MINI ALG;SALA G;Rack 3;5;B
57639;BOTI NECESS PREMIUM MASC NYLON;RUA 05;Rack 4;2;H
57639;BOTI NECESS PREMIUM MASC NYLON;SALA G;Rack 3;4;D
85606;INSENSATEZ DES COL V4 100ml;RUA 04;Rack 1;1;C
55488;SIAGE SHAMP OLEOSOS HID MICELAR 250ml;RUA 04;Rack 7;3;H
57597;EUDORA H DES COL MARINE 100ml;RUA 01;Rack 6;1;D
58138;BOTI NECESS PINK STARS PES;RUA 04;Rack 10;2;C
57850;QDB ESPONJA MAQ P/PO CORACAO PES;SALA G;Rack 1;7;G
58159;QDB NECESS ICONICA 25 PU;SALA G;Rack 3;7;F
55502;MAKE B MASC CIL EXPL GROW 10g;rua 6;Rack 1;5;AE
87050;NSPA OL MULTIF AMEIXA NEGRA V2 85ml;rua 6;Rack 1;5;AF
87040;MAKE B BAS LIQ PROT HYAL70 COR10 V2 30ml;RUA 03;Rack 4;11;B
87048;MAKE B BAS LIQ PROT HYAL70 COR70 V2 30ml;RUA 03;Rack 4;5;K
87047;MAKE B BAS LIQ PROT HYAL70 COR60 V2 30ml;RUA 03;Rack 10;8;C
87045;MAKE B BAS LIQ PROT HYAL70 COR40 V2 30ml;RUA 03;Rack 4;5;Z
87044;MAKE B BAS LIQ PROT HYAL70 COR30 V2 30ml;RUA 03;Rack 4;7;T
87303;NIINA SCRT ESPELHO POCKET LED PINK PS;rua 6;Rack 1;14;A
59469;QDB PLT MULTIF ROSELELE 7g;rua 6;Rack 1;11;AK
59468;QDB PLT MULTIF NUDETE 7g;rua 6;Rack 1;12;AD
59387;QDB BLUSH LIQ BL/GLW ROS/ROSEDOUREX 15ml;RUA 03;Rack 3;3;X
87043;MAKE B BAS LIQ PROT HYAL70 COR25 V2 30ml;RUA 03;Rack 4;4;AA
59170;SOPHIE CREM PENT CACHOS V2 200ML;RUA 02;Rack 5;2;C
58499;EGEO SUFLE DES HID CPO CHOC HIGH 250g;RUA 04;Rack 10;3;J
59883;NIINA SCRT BLUSH STICK DAILY ROSA 5g;RUA 03;Rack 3;1;U
59885;NIINA SCRT BLUSH STICK DAILY CORAL 5g;RUA 03;Rack 6;10;B
59886;NIINA SCRT ILUM LIQ FAC LUMIN ROSE 10ml;RUA 03;Rack 3;5;D
59887;NIINA SCRT ILUM LIQ FAC LUMIN BRNZ 10ml;RUA 03;Rack 3;4;J
50707;CLASH DES COL PRM 10ml;sala A;Rack 1;2;L
50956;CLASH DES BDY SPR 100ml;RUA 04;Rack 9;4;B
50677;CLASH DES COL 100ml;RUA 01;Rack 10;1;C
57046;CBEM CR ESF CPO PESSEGUR/DEPIL 200g;RUA 04;Rack 6;3;G
57042;CBEM LOC DES HID CPO PESSEGUR/GOST 400ml;RUA 04;Rack 6;4;A
57043;CBEM CR DES HID CPO PESSEGUR/DEPIL 200ml;RUA 04;Rack 9;4;E
58734;BOTICA 214 EDP SEV/DOR FOUG/ARM PRM 10ml;sala A;Rack 1;2;M
58733;BOTICA 214 EDP SEV/DOR FLOR/FRUT 75ml;RUA 04;Rack 12;2;E
58730;BOTICA 214 EDP SEV/DOR FLR/FRUT PRM 10ml;rua 6;Rack 1;5;AI
58729;BOTICA 214 EDP SEV/DOR FOUG/AROM 90ml;RUA 01;Rack 7;1;D
58357;CBEM SAB BARRA PESSEGUR/GOST 4x80g;RUA 04;Rack 4;2;E
85122;CBEM DES ANTIT ROLL L/MEL V8 55ml;RUA 03;Rack 1;3;E
85328;DIVA DES COL V3 100ml;RUA 01;Rack 10;2;A
86355;MAKE B BAT CREM NAR DON TCH IS ART 3,6g;RUA 03;Rack 4;9;X
49228;COFFEE DES COL MAN FOUG/ORIENT PRM 10ml;sala A;Rack 1;2;N
59309;FLORATTA EDP RED PASSION PRM 10ml;rua 6;Rack 1;5;AK
81130;EUD KIT PINCEIS MAQUIAGEM PS;RUA 03;Rack 11;1;F
87108;INSTANCE SAB BARR MORAN/IRRES 4x80g;RUA 05;Rack 4;2;D
87457;NIINA SCRT CONTORNO FAC STICK COR 3 5g;RUA 03;Rack 3;4;E
56526;NEO DERMO PR SOL FAC S/COR FPS50 DEF 40g;RUA 05;Rack 5;2;K
56527;NEO DERMO PR SOL FAC S/COR FPS70 DEF 40g;RUA 05;Rack 5;3;A
87151;DIVA LOC DES HID CPO ARIANA GRANDE 150ml;RUA 04;Rack 5;1;G
59065;REF INSTANCE LOC D/H/CP ROS/ABSOL 350ml;RUA 03;Rack 1;1;C
59070;INSTANCE OL BIF CP ROS/ABS INF/ROS 200ml;RUA 04;Rack 9;3;C
58056;PULSE DES COL POWER 100ml;RUA 04;Rack 6;2;C
50678;REF CLASH DES COL 100ml;RUA 02;Rack 5;3;B
59436;EGEO DES COL CHOC HIGH 90ml;RUA 01;Rack 8;3;B
59438;EGEO DES COL CHOC HIGH 10ml PRM;rua 6;Rack 1;5;AL
78923;QDB PINCEL ROSTO SUPER DENSO;SALA G;Rack 1;4;C
78957;QDB PINCEL MULTI EFEITOS;SALA G;Rack 1;2;C
79133;QDB PINCEL PO/BLUSH;SALA G;Rack 1;3;H
86737;NIINA SCRT CONTORNO FAC STICK COR 4 5g;RUA 03;Rack 4;3;H
56839;NECESSEIRE MEN COLLAB NBA PES;RUA 04;Rack 2;4;J
56839;NECESSEIRE MEN COLLAB NBA PES;SALA G;Rack 3;4;J
57753;MAKE B ESPONJA MAQ PU;SALA G;Rack 1;2;G
87302;NIINA SCRT ESPONJA DE MAQUIAGEM PU;RUA 03;Rack 11;1;K
55648;MEN DES COL NBA 100ml;RUA 04;Rack 8;3;I
55651;MEN DES COL NBA PRM 10ml;sala A;Rack 1;2;O
58307;SIAGE SHAMP PRO/CRON/CURV 250ml;RUA 03;Rack 1;2;B
58308;SIAGE CONDICIONADOR PRO CRONOLOGY CURVAS 250ml;RUA 03;Rack 2;3;A
58310;SIAGE CR P/PENT DEF PRO/CRON/CURV 300ml;RUA 04;Rack 3;3;A
58311;SIAGE CR P/PENT VOL PRO/CRON/CURV 300ml;RUA 04;Rack 13;2;A
58312;SIAGE FIN CAP JELLY PRO/CRON/CURV 300ml;RUA 04;Rack 1;3;E
85755;SIAGE AMP CAP NUTRICAO PRO/CRON 30ml;RUA 04;Rack 12;2;A
85756;SIAGE AMP CAP RECONST PRO/CRON 30ml;rua 6;Rack 1;14;B
86869;CLASH LOC DES HID CPO 200ml;RUA 04;Rack 5;4;G
86870;CLASH SAB BARR 2x80g;RUA 05;Rack 4;2;B
86868;CLASH CR PRE E POS BARBA 150g;RUA 04;Rack 10;3;F
86868;CLASH CR PRE E POS BARBA 150g;RUA 05;Rack 4;3;D
74212;MEN SHW GEL MULTIF NBA 205g;RUA 04;Rack 12;1;A
55595;QDB MASC / CILIO ALONG RESIST A AGU 10g;RUA 03;Rack 5;2;G
58933;INTENTION FOR MAN DES COL BOLD 100ml;RUA 04;Rack 5;2;E
86501;INSTANCE SPR PERF DES COL ROSA/ABS 200ml;RUA 04;Rack 7;4;J
58978;NSPA LOC NUTR DES CPO UVA MERLOT 400ml;RUA 01;Rack 7;4;C
58980;REF NSPA LOC DES HID CP UVA MERLOT 350ml;RUA 01;Rack 7;4;E
58984;NSPA LOC DES HID CPO UVA MERLOT 180ml;RUA 04;Rack 2;1;D
58989;NSPA LOC DES HID CPO UVA MERLOT PRM 50ml;sala A;Rack 1;2;P
86332;OUI EDP SCAPIN 245 V2 30ml;RUA 04;Rack 13;2;D
85124;CBEM LOC DES HID CPO DELEITE V3 400ml;RUA 01;Rack 5;4;B
85543;CBEM LOC DES HID CPO DELEITE V3 200ml;RUA 04;Rack 1;3;A
85542;REF CBEM LOC DES HID CPO DEL V3 350ml;RUA 01;Rack 9;2;F
86329;CJ FLAC OUI EDP LA VILLETTE VD V2 3X1ML;rua 6;Rack 1;6;A
86323;CJ FLAC OUI EDP SCAPIN V2 VD 3X1ML;rua 6;Rack 1;6;B
85826;OUI EDP SCAPIN 245 V2 75ml;rua 6;Rack 1;6;C
85829;OUI EDP LA VILLETTE 470 V2 75ml;rua 6;Rack 1;6;D
59013;DEM DIVA DES COL SUPREMA 4ml;rua 6;Rack 1;6;E
59012;DIVA DES COL SUPREMA 100ml;RUA 04;Rack 8;2;C
85586;QDB BAT STCK S/M VOL CASTANH ED/LIM 3,4g;RUA 03;Rack 4;6;Q
58643;MEN CREM POS BARB AZULEN V11 40g;RUA 03;Rack 3;7;N
59417;QDB BAS LIQ TO NO GLOW 330N 30ml;RUA 03;Rack 3;2;X
59413;QDB BAS LIQ TO NO GLOW 230Q 30ml;RUA 03;Rack 3;1;B
59412;QDB BAS LIQ TO NO GLOW 310Q 30ml;RUA 03;Rack 3;7;L
57965;OUI EDP MADELEINE 862 LA/PISTACH 75ML;RUA 05;Rack 4;4;H
57966;OUI CR RICH DES H CP MAD862 LA/PIST 200g;RUA 05;Rack 3;4;D
59409;QDB BAS LIQ TO NO GLOW 290F 30ml;RUA 03;Rack 3;8;B
59410;QDB BAS LIQ TO NO GLOW 292O 30ml;RUA 03;Rack 4;2;E
59411;QDB BAS LIQ TO NO GLOW 300N 30ml;RUA 03;Rack 3;7;X
59402;QDB BAS LIQ TO NO GLOW 280Q 30ml;RUA 03;Rack 4;1;G
59400;QDB BAS LIQ TO NO GLOW 270Q 30ml;RUA 03;Rack 3;7;E
59401;QDB BAS LIQ TO NO GLOW 250Q 30ml;RUA 03;Rack 4;12;H
59399;QDB BAS LIQ TO NO GLOW 260O 30ml;RUA 03;Rack 3;8;R
59398;QDB BAS LIQ TO NO GLOW 240F 30ml;RUA 03;Rack 3;8;A
59394;QDB BAS LIQ TO NO GLOW 220O 30ml;RUA 03;Rack 4;8;N
59393;QDB BAS LIQ TO NO GLOW 210N 30ml;RUA 03;Rack 4;11;C
59392;QDB BAS LIQ TO NO GLOW 200F 30ml;RUA 03;Rack 4;1;S
59354;QDB BAS LIQ TO NO GLOW 100F 30ml;RUA 03;Rack 4;2;A
59355;QDB BAS LIQ TO NO GLOW 120N 30ml;RUA 03;Rack 3;1;T
59356;QDB BAS LIQ TO NO GLOW 130Q 30ml;RUA 03;Rack 4;7;W
59357;QDB BAS LIQ TO NO GLOW 180Q 30ml;RUA 03;Rack 4;6;S
59382;QDB BAS LIQ TO NO GLOW 150F 30ml;RUA 03;Rack 4;1;D
59385;QDB BAS LIQ TO NO GLOW 190N 30ml;RUA 03;Rack 3;8;G
79375;ESTJ IMENSI NAT/25;rua 6;Rack 1;6;F
85935;HER CODE CREM AVELUD DES CPO 250g;RUA 04;Rack 13;3;H
85935;HER CODE CREM AVELUD DES CPO 250g;rua 6;Rack 1;14;Z
86669;REF MATCH CR PENT CRES CIEN/CUR V2 400ml;RUA 01;Rack 8;2;C
86668;MATCH COND HID CIEN/CURV V2 300ml;RUA 04;Rack 13;3;D
86667;MATCH LEAV IN CAP LEVE CIEN/CUR V2 250ml;rua 6;Rack 1;6;H
86666;MATCH BOOSTER CAP REC CIEN/CURV V2 90ml;RUA 05;Rack 3;2;F
86973;QDB PLT SOMBRAS CHAME AS MENINAS 4g;RUA 03;Rack 4;8;C
59485;QDB KIT CAN DEL LIVRES/DETERMINAD 3x0,4g;RUA 03;Rack 5;1;I
59481;QDB BLUSH COMP SALVAMOS O DIA JUNTAS 4g;RUA 03;Rack 4;1;U
58342;CBEM OL HID CPO NUVEM/ALEGRIA 110ml;RUA 04;Rack 4;2;H
87600;BOTIK SRUM ALT/POT AC/GLICOL V2 30ml;rua 6;Rack 1;6;I
59766;QDB CREMAO FAC REP/ACALM SKINQ V2 30g;RUA 05;Rack 5;1;B
85849;MAKE B BAS LIQ C/GLYCOL TX 120 V2 30g;RUA 03;Rack 3;5;J
85854;MAKE B BAS LIQ C/GLYCOL TX 100 V2 30g;RUA 03;Rack 4;2;I
85852;MAKE B BAS LIQ C/GLYCOL TX 180 V2 30g;RUA 03;Rack 10;7;D
85851;MAKE B BAS LIQ C/GLYCOL TX 270 V2 30g;RUA 03;Rack 4;2;Z
85846;MAKE B BAS LIQ C/GLYCOL TX 130 V2 30g;rua 6;Rack 1;6;J
85856;MAKE B BAS LIQ C/GLYCOL TX 220 V2 30g;rua 6;Rack 1;6;L
85853;MAKE B BAS LIQ C/GLYCOL TX 230 V2 30g;rua 6;Rack 1;6;M
85850;MAKE B BAS LIQ C/GLYCOL TX 260 V2 30g;RUA 03;Rack 3;5;F
85864;MAKE B BAS LIQ C/GLYCOL TX 210 V2 30g;rua 6;Rack 1;6;N
85848;MAKE B BAS LIQ C/GLYCOL TX 190 V2 30g;RUA 03;Rack 4;10;N
86974;QDB LIP OIL VERM ME SIGAM MENINAS 9,5ml;RUA 03;Rack 3;6;Q
